density,target_class
11.53125,1
11.99609375,1
10.359375,1
1.16015625,1
12.375,1
16.640625,1
12.0078125,1
7.515625,1
9.5234375,1
1.828125,1
9.91015625,1
1.01171875,1
2.9296875,1
16.3125,1
1.5,1
1.50390625,1
18.4375,1
2.10546875,1
4.75,1
8.25,1
1.890625,1
0.875,1
9.625,1
22.125,1
4.71484375,1
24.5234375,1
8.640625,1
9.140625,1
9.9609375,1
1.828125,1
2.10546875,1
2.625,1
19.81640625,1
4.32421875,1
16.1484375,1
15.5390625,1
8.11328125,1
8.0859375,1
1.640625,1
5.578125,1
11.2734375,1
7,1
0.8203125,1
5.80078125,1
13.5625,1
8.4375,1
5.390625,1
1.3671875,1
2.65625,1
2.59765625,1
5.33203125,1
10.3125,1
7.109375,1
6.78125,1
4.453125,1
8.06640625,1
1.96875,1
